density,weight
1.0,2.5993428306022466
1.0909090909090908,2.1664509283740383
1.1818181818181819,2.075408538598176
1.2727272727272727,2.045759161407873
1.3636363636363638,1.5231421957810705
1.4545454545454546,1.3782848232159999
1.5454545454545454,1.6170773177982845
1.6363636363636362,1.3478057735633997
1.7272727272727273,1.0073873613366284
1.8181818181818183,1.1282393006928464
1.9090909090909092,0.8550802125105081
2.0,0.790737525769133
2.090909090909091,0.8752625437577037
2.1818181818181817,0.39307678484444364
2.2727272727272725,0.38467388737558145
2.3636363636363638,0.5755117241006419
2.4545454545454546,0.4475386021874189
2.5454545454545454,0.6784400804304919
2.6363636363636367,0.4024209937376402
2.7272727272727275,0.2726084913174817
2.8181818181818183,0.8215585738644702
2.909090909090909,0.4586979953524753
3.0,0.49463086526227296
3.090909090909091,0.1751063222381713
3.1818181818181817,0.3316042419803399
3.272727272727273,0.44443998893629494
3.3636363636363638,0.17505448214182162
3.4545454545454546,0.4645016730993103
3.5454545454545454,0.25435527804070945
3.6363636363636362,0.30218929159983426
3.7272727272727275,0.22707742591454347
3.8181818181818183,0.7055407245750465
3.909090909090909,0.32076485315983205
4.0,0.10095781420881991
4.090909090909091,0.46665040226527593
4.181818181818182,0.04817399370906095
4.272727272727273,0.3248351613049863
4.363636363636363,-0.11767105119992072
4.454545454545455,0.0002729410505572516
4.545454545454545,0.2973451139641134
4.636363636363637,0.39811606130011457
4.7272727272727275,0.2775075101102488
4.818181818181818,0.21325279482912654
4.909090909090909,0.16962602644540242
5.0,-0.07209760032350651
5.090909090909091,0.07367530708684178
5.181818181818182,0.11981411142983084
5.2727272727272725,0.4179087501538099
5.363636363636363,0.2699806691625101
5.454545454545455,-0.15636142223182958
5.545454545454546,0.25625749841654943
5.636363636363637,0.10981134494328006
5.7272727272727275,0.04701281887553033
5.818181818181818,0.3004742845939031
5.909090909090909,0.3802438826392261
6.0,0.35635947818318264
6.090909090909091,-0.0015340910050974377
6.181818181818182,0.10081186916685786
6.2727272727272725,0.2253839091892562
6.363636363636364,0.35084250111898985
6.454545454545455,0.05662009662584708
6.545454545454546,0.11215805813383878
6.636363636363637,-0.07503421147567338
6.7272727272727275,-0.09596268274659603
6.818181818181818,0.3029278069497692
6.909090909090909,0.40890828552961694
7.0,0.12058528747294295
7.090909090909091,0.3331063196134516
7.181818181818182,0.20222099823402645
7.2727272727272725,-0.0015580394240681528
7.363636363636364,0.1973918532481485
7.454545454545455,0.4304383897316927
7.545454545454546,0.11345272963418578
7.636363636363637,0.43139920004692633
7.7272727272727275,-0.407563046170456
7.818181818181818,0.2787424002067962
7.909090909090909,0.1298052329638175
8.0,0.05068396446722457
8.09090909090909,0.12698071629610577
8.181818181818182,-0.29069065949544093
8.272727272727273,0.06113277145744635
8.363636363636363,0.1747812754829114
8.454545454545455,0.39727498278858203
8.545454545454547,-0.0035763574285248984
8.636363636363637,-0.06319704266855958
8.727272727272727,-0.0033848044949069123
8.818181818181818,0.278551415506443
8.90909090909091,0.1597636573511383
9.0,-0.013359448160815177
9.090909090909092,0.1938606683574447
9.181818181818182,0.1092714879293515
9.272727272727273,0.28226680878943367
9.363636363636363,-0.05315905902583565
9.454545454545455,0.020463724424050908
9.545454545454545,0.006348936333945204
9.636363636363637,-0.2091291724901641
9.727272727272727,0.14162901863349908
9.818181818181818,0.13347415771776583
9.90909090909091,0.08117006386657341
10.0,0.03213951482918009
